,ts_code,name,enname,classify,list_date,delist_date
1625,NOTR,,NOWTRANSIT,EQ,20210617,NaT
1626,NOTV,,INOTIV,EQ,19920805,NaT
1627,NOURF,,NORTHERN MINERALS (OTC),EQ,20140113,NaT
1628,NOUV,,NOUVEAU LIFE PHARMS.,EQ,19980601,NaT
1629,NOV,,NOV,EQ,19961029,NaT
1630,NOVA,,SUNNOVA ENERGY INTERNATIONAL,EQ,20190725,NaT
1631,NOVC,,NOVATION COMPANIES,EQ,19971031,
1632,NOVKY,,PAO NOVATEK GDR (OTC),GDR,20121130,
1633,NOVNQ,,NVN LIQUIDATION,EQ,20160921,NaT
1634,NOVRF,,NOVA ROYALTY (OTC),EQ,20201110,
1635,NOVT,,NOVANTA,EQ,19990324,NaT
1636,NOVV,,NOVA VISION ACQUISITION,EQ,20211001,NaT
1637,NOVVU,,NOVA VISION ACQUISITION UNITS,EQ,20210806,NaT
1638,NOVVW,,NOVA VIS.ACQ.EQ. WARRT. 31ST DEC 2028,EQ,20211001,NaT
1639,NOW,,SERVICENOW,EQ,20120629,NaT
1640,NOWG,,NOWIGENCE A,EQ,20220614,NaT
1641,NOWVF,,NOWVERTICAL GROUP (OTC),EQ,20211119,NaT
1642,NOXL,,NOXEL,EQ,19960812,NaT
1643,NOXOF,,NOXOPHARM (OTC),EQ,20200129,NaT
1644,NPAB,,NEW PROVIDENCE ACQUISITION II A,EQ,20211230,NaT
1645,NPABU,,NEW PROVIDENCE ACQUISITION II UNITS,EQ,20211105,NaT
1646,NPACF,,QUADIENT (OTC),EQ,20140113,NaT
1647,NPACY,,QUADIENT ADR 15:1,ADR,20130123,NaT
1648,NPAKF,,NORTH PACIFIC BANK (OTC),EQ,20200916,NaT
1649,NPCE,,NEUROPACE,EQ,20210422,NaT
1650,NPCPF,,NIPPON PAINT HDG. (OTC),EQ,20140829,NaT
1651,NPCUF,,ALLON THERP. (OTC),EQ,20140113,NaT
1652,NPEGF,,NIPPON ELEC.GLASS (OTC),EQ,20140113,NaT
1653,NPEHF,,NIPPON EXPRESS (OTC) HOLDINGS,EQ,20230228,NaT
1654,NPFC,,NEWPOINT FINL,EQ,20221221,NaT
1655,NPFUF,,NIPPN (OTC),EQ,20230804,NaT
1656,NPHC,,NUTRA PHARMA,EQ,20010911,NaT
1657,NPIFF,,NORTHLAND POWER (OTC),EQ,19600101,NaT
1658,NPK,,NATIONAL PRESTO INDS.,EQ,19620702,NaT
1659,NPKLY,,NAMPAK ADR 1:250,ADR,19950922,
1660,NPKYF,,NIPPON KAYAKU (OTC),EQ,20180703,NaT
1661,NPKYY,,NIPPON KAYAKU UNSP.ADR 1:1,ADR,20120718,NaT
1662,NPLS,,NP LIFE SCIENCES HEALTH INDUSTRY GROUP,EQ,20201022,NaT
1663,NPMFF,,NEWPEAK METALS (OTC),EQ,20220824,
1664,NPNGY,,NIPPON GAS ADR 2:1,ADR,20230412,NaT
1665,NPNKF,,NIPPON SHINYAKU (OTC),EQ,20140423,NaT
1666,NPNTQ,,NORTHPOINT COMMS.GP.,EQ,19990505,NaT
1667,NPNYY,,NPN.YUSEN KBKH.SPN. JAP. ADR 5:1,ADR,20060426,NaT
1668,NPNZF,,NIPPON ANTENNA (OTC),EQ,20110425,NaT
1669,NPO,,ENPRO,EQ,20020524,NaT
1670,NPONF,,NIPPON PROLOGIS (OTC) REIT,EQ,20200706,NaT
1671,NPPGF,,NIPPON GAS (OTC),EQ,20160428,
1672,NPPHY,,NIPPON PAINT HLDGS EVID ADR 2:1,ADR,20230630,NaT
1673,NPPNY,,NIPPON SHINYAKU UNSP.ADR 4:1,ADR,20161116,NaT
1674,NPPRF,,NIPPON CERAMIC (OTC),EQ,20160316,NaT
1675,NPPSF,,NIPPON SHARYO (OTC),EQ,20140113,NaT
1676,NPPTF,,NEPTUNE DIGITAL (OTC) ASSETS,EQ,20180129,NaT
1677,NPPXF,,NIPPON TELG. & TEL.(OTC),EQ,20140113,NaT
1678,NPRFF,,NEPRA FOODS (OTC),EQ,20211019,NaT
1679,NPRVF,,NAPIER VENTURES (OTC),EQ,20160304,NaT
1680,NPSCY,,NIPPON STEEL ADR 3:1,ADR,20021205,NaT
1681,NPSGF,,NIPPON SHEET GLASS (OTC),EQ,20140113,NaT
1682,NPSGY,,NIPPON SHEET GLASS UNSP. ADR 1:1,ADR,20130521,NaT
1683,NPSKF,,NSK (OTC),EQ,19740319,NaT
1684,NPSKY,,NSK ADR 1:2,ADR,19950207,NaT
1685,NPSNY,,NASPERS ADR 5:1,ADR,20021220,NaT
1686,NPSTF,,NIPPON STEEL (OTC) TRADING,EQ,20221221,
1687,NPSYF,,NSD (OTC),EQ,20210303,NaT
1688,NPTH,,NORTHERN POTASH,EQ,20051124,NaT
1689,NPTLF,,NORTHAM PLATINUM (OTC) HLDGS,EQ,20230905,NaT
1690,NPTSF,,NAPATECH (OTC),EQ,20220826,NaT
1691,NPTVF,,NIPPON TV.NETWORK (OTC),EQ,20140113,NaT
1692,NPTX,,NEUROPATHIX,EQ,20191205,
1693,NPWR,,NET POWER A,EQ,20210806,NaT
1694,NPXYY,,NIPPON SANSO HLDGS ADR 2:1,ADR,20240424,NaT
1695,NQMIY,,NQ MINERALS ADR 1:100,ADR,20200618,NaT
1696,NQMLF,,NQ MINERALS (OTC),EQ,20180320,NaT
1697,NR,,NEWPARK RESOURCES,EQ,19620702,NaT
1698,NRAC,,NORTHERN REVIVAL ACQUISITION A,EQ,20210401,
1699,NRACU,,NORTHERN REVIVAL ACQUISITION UNITS,EQ,20210202,
1700,NRACW,,NTHN.REVIVAL ACQ. EQ. WARRT.EXP 31 JAN 2028,EQ,20210326,
1701,NRBO,,NEUROBO PHARMACEUTICALS,EQ,20160805,NaT
1702,NRBT,,NOVUS ROBOTICS,EQ,20101015,NaT
1703,NRC,,NATIONAL RESEARCH,EQ,20130523,NaT
1704,NRCD,,NASHVILLE RECORDS,EQ,20050516,NaT
1705,NRDBY,,NORDEA BK.ABP SPN. FNLD. ADR 1:1,ADR,20181002,NaT
1706,NRDE,,NU RIDE,EQ,20190417,NaT
1707,NRDS,,NERDWALLET A,EQ,20211104,NaT
1708,NRDXF,,NORDEX (OTC),EQ,20140113,NaT
1709,NRDY,,NERDY A,EQ,20201127,NaT
1710,NREF,,NEXPOINT REAL ESTATE FINANCE,EQ,20200207,NaT
1711,NREFPRA,,NEXPOINT RLST.FIN PREF. SR.A,EQ,20200721,NaT
1712,NREG,,NEWREGEN,EQ,20130905,NaT
1713,NRG,,NRG ENERGY,EQ,20031202,NaT
1714,NRGIY,,NEOENERGIA ADR 1:4,ADR,20231117,NaT
1715,NRGOF,,PINNACLE SILVER AND(OTC) GOLD,EQ,19600101,NaT
1716,NRGT,,ENERGY TODAY,EQ,20120111,NaT
1717,NRGV,,ENERGY VAULT HOLDINGS,EQ,20210329,NaT
1718,NRGX,,PIMCO EN.&.TAC.CR. OPPS. FD,EQ,20190130,
1719,NRGYF,,NEW ENERGY METALS (OTC),EQ,20180427,NaT
1720,NRHI,,NATURAL RESOURCE HOLDINGS,EQ,20180831,NaT
1721,NRILY,,NOMURA RESH INST ADR 1:1,ADR,20080219,NaT
1722,NRIM,,NORTHRIM BANCORP,EQ,19901115,NaT
1723,NRIS,,NORRIS INDUSTRIES,EQ,20160509,NaT
1724,NRIX,,NURIX THERAPEUTICS,EQ,20200724,NaT
1725,NRKBF,,NKT (OTC),EQ,20210329,NaT
1726,NRKBY,,NKT UNSP.ADR 5:1,ADR,20230314,NaT
1727,NRLB,,NORTHERN CAL.BANCORP,EQ,20030401,NaT
1728,NROM,,NOBLE ROMANS,EQ,20131225,NaT
1729,NRP,,NATURAL RESOURCE PTNS.,EQ,20021008,NaT
1730,NRPI,,NRP STONE,EQ,19840402,NaT
1731,NRPR,,NUTRI PHARMS.RESH.,EQ,20020829,NaT
1732,NRRMF,,NORRA METALS (OTC),EQ,20210308,NaT
1733,NRRSF,,NORSEMONT MINING (OTC),EQ,20170811,NaT
1734,NRRWF,,NURAN WIRELESS (OTC),EQ,20170217,NaT
1735,NRSAF,,NORSE ATLANTIC (OTC),EQ,20210910,NaT
1736,NRSCF,,NOMURA HDG. (OTC),EQ,19740319,NaT
1737,NRSDY,,NDC.SEMICON.ASA (OTC) UNSP.ADR 1:1,ADR,20210607,NaT
1738,NRSN,,NEUROSENSE THERAPEUTICS,EQ,20211209,NaT
1739,NRSNW,,NEUROSENSE THERP. EQ. WARRT.EXP 9TH NOV,EQ,20211209,NaT
1740,NRT,,NORTH EUR.OIL TRUST,EQ,19750923,NaT
1741,NRTSF,,NOBILIS HEALTH (OTC),EQ,20200124,NaT
1742,NRTZF,,NORITZ (OTC),EQ,20140113,NaT
1743,NRUNF,,NORTHERN URANIUM (OTC),EQ,20161109,NaT
1744,NRVTF,,NORAM LITHIUM (OTC),EQ,20130401,NaT
1745,NRWMF,,NORWEST MINERALS (OTC),EQ,20221003,NaT
1746,NRWRF,,NEWRIVER REIT (OTC),EQ,20200319,NaT
1747,NRWS,,NARROWSTEP,EQ,20050804,NaT
1748,NRWWF,,NRW HOLDINGS (OTC),EQ,20160705,NaT
1749,NRXBF,,NUREXONE BIOLOGIC (OTC),EQ,20231110,NaT
1750,NRXCF,,NEUTRISCI INTL. (OTC),EQ,20160729,NaT
1751,NRXP,,NRX PHARMACEUTICALS,EQ,20171204,NaT
1752,NRXPW,,NRX PHARMS.EQ. WARRT.EXP 24 MAY 2026,EQ,20201127,NaT
1753,NRXS,,NEURAXIS,EQ,20230809,NaT
1754,NRXXY,,NORDEX SE UNSP. (OTC) GERM.ADR 2:1,ADR,20210113,NaT
1755,NS,,NUSTAR ENERGY LP,EQ,20010410,NaT
1756,NSA,,NATIONAL STORAGE AFF. TST.,EQ,20150423,NaT
1757,NSANF,,NISSAN MOTOR (OTC),EQ,20140113,NaT
1758,NSANY,,NISSAN MOTOR SPN.ADR 1:2,ADR,19721214,NaT
1759,NSAUF,,MEGUMAGOLD,EQ,20120210,NaT
1760,NSAV,,NET SAVINGS LINK,EQ,20120724,NaT
1761,NSBBF,,NORTHSTAR GAMING (OTC) HOLDINGS,EQ,20240508,NaT
1762,NSC,,NORFOLK SOUTHERN,EQ,19820625,NaT
1763,NSCIF,,NANALYSIS (OTC) SCIENTIFIC,EQ,20200416,NaT
1764,NSEO,,NS8,EQ,20020607,NaT
1765,NSFDF,,NXT ENERGY SLTN. (OTC),EQ,20120724,NaT
1766,NSFMF,,NISSHIN SEIFUN (OTC),EQ,20211222,NaT
1767,NSGCF,,NORTHSTAR GOLD (OTC),EQ,20200309,NaT
1768,NSGP,,NEWSTREAM ENERGY TECHNOLOGIES GROUP,EQ,19951024,NaT
1769,NSHBY,,NISSHINBO HDG.UNSP.ADR 1:2,ADR,20130119,NaT
1770,NSHKF,,NIPPON SHOKUBAI (OTC),EQ,20231207,NaT
1771,NSHRF,,NTHN.SHIELD RES. (OTC),EQ,20140113,NaT
1772,NSHSF,,NANOSPHERE HEALTH (OTC) SCIENCES,EQ,20140113,NaT
1773,NSIT,,INSIGHT ENTS.,EQ,19950124,NaT
1774,NSKFF,,KONGSBERG GRUPPEN (OTC),EQ,20110316,NaT
1775,NSLPQ,,NEW SOURCE ENERGY PARTNERS COMMON UNITS,EQ,20130208,NaT
1776,NSLYF,,NESTLE (MALAYSIA) (OTC),EQ,20140113,NaT
1777,NSMCF,,NORTHERN SPHERE MINING,EQ,20111206,NaT
1778,NSMG,,NATIONAL STORM MAN.,EQ,20040923,NaT
1779,NSNHF,,NISSAN SHATAI (OTC),EQ,20221102,NaT
1780,NSOMF,,NISSHIN OILLIO (OTC),EQ,20230316,NaT
1781,NSP,,INSPERITY,EQ,19970129,NaT
1782,NSPDF,,NATURALLY SPLENDID (OTC) ENTERPRISES,EQ,20140702,NaT
1783,NSPR,,INSPIREMD,EQ,20110411,NaT
1784,NSPRC,,NUSTAR ENERGY LP PFD.SR.C,EQ,20171128,NaT
1785,NSPT,,NEWRON SPORT,EQ,19831116,NaT
1786,NSRCF,,NEXTSOURCE (OTC) MATERIALS,EQ,20120801,NaT
1787,NSRGF,,NESTLE 'R' (OTC),EQ,20140113,NaT
1788,NSRGY,,NESTLE ADR 1:1,ADR,19900316,NaT
1789,NSRPF,,NOVO RESOURCES,EQ,20120801,NaT
1790,NSRS,,NORTH SPRINGS RESOURCES,EQ,20110706,NaT
1791,NSSC,,NAPCO SECURITY TECHS.,EQ,19810608,NaT
1792,NSSXF,,NS SOLUTIONS (OTC),EQ,20190219,NaT
1793,NSTB,,NORTHERN STAR INVT,EQ,20210211,NaT
1794,NSTB.U,,NTHN.STAR INV.RED.UTS.,EQ,20210126,
1795,NSTC,,NORTHERN STAR INVESTMENT III A,EQ,20210422,NaT
1796,NSTC.U,,NORTHERN STAR INVESTMENT III UNITS,EQ,20210302,
1797,NSTD,,NORTHERN STAR (OTC) INVESTMENT IV A,EQ,20210422,NaT
1798,NSTD.U,,NORTHERN STAR INVESTMENT UNITS,EQ,20210302,
1799,NSTGQ,,NANOSTRING TECHNOLOGIES,EQ,20240215,NaT
1800,NSTM,,NOVELSTEM INTERNATIONAL,EQ,20140218,NaT
1801,NSTS,,NSTS BANCORP,EQ,20220119,NaT
1802,NSTYY,,NORTHERN STAR RES ADR 1:1,ADR,20200320,NaT
1803,NSUPF,,NORTHERN SUPERIOR (OTC) RESOURCES,EQ,19600101,NaT
1804,NSVGF,,NASS VALLEY GATEWAY(OTC),EQ,20190916,NaT
1805,NSVLF,,AUQ GOLD MINING (OTC),EQ,20140113,NaT
1806,NSYC,,NATIONAL STOCK YARDS,EQ,19880112,NaT
1807,NSYS,,NORTECH SYSTEMS,EQ,19910412,NaT
1808,NTAC,,NEW TECHNOLOGY ACQUISITION HOLDINGS,EQ,19950724,NaT
1809,NTAI,,NANTAI INTERNATIONAL,EQ,20190429,NaT
1810,NTAP,,NETAPP,EQ,19951121,NaT
1811,NTB,,BANK OF NT BUTTERFIELD &.SON,EQ,20160919,NaT
1812,NTBL,,NOTABLE LABS,EQ,20141006,NaT
1813,NTBP,,NEW TRIPOLI BANCORP,EQ,20020913,NaT
1814,NTBRF,,NEW TYMBAL (OTC) RESOURCES,EQ,20140113,NaT
1815,NTCHF,,N1 TECHNOLOGIES,EQ,20140708,NaT
1816,NTCI,,NUTECH,EQ,20050912,NaT
1817,NTCOY,,NATURA ADR 1:2,ADR,20200106,NaT
1818,NTCPF,,NORTHISLE CPR.& (OTC) GOLD,EQ,20111028,NaT
1819,NTCT,,NETSCOUT SYSTEMS,EQ,19990812,NaT
1820,NTCXF,,NATCORE TECH. (OTC),EQ,19600101,NaT
1821,NTCYF,,NETCOMPANY GROUP (OTC),EQ,20220202,NaT
1822,NTDOF,,NINTENDO (OTC),EQ,20140113,NaT
1823,NTDOY,,NINTENDO ADR 4:1,ADR,19910405,NaT
1824,NTDTY,,NTT DATA GROUP ADR 1:1,ADR,20090528,NaT
1825,NTEI,,NOVA TECH ENTERPRISES,EQ,20060712,NaT
1826,NTEK,,NANOTECH ENTERTAINMENT,EQ,20080919,NaT
1827,NTELF,,92 ENERGY (OTC),EQ,20220721,NaT
1828,NTES,,NETEASE ADR 1:5,ADR,20000630,NaT
1829,NTFL,,NETWORK 1 FINANCIAL GP.,EQ,19990427,NaT
1830,NTFY,,NOTIFY TECHNOLOGY,EQ,19970828,
1831,NTGL,,NANOTECH GAMING,EQ,19950530,NaT
1832,NTGR,,NETGEAR,EQ,20030731,NaT
1833,NTHD,,NETIMPACT HOLDINGS,EQ,20011009,NaT
1834,NTIC,,NORTHERN TECHS.INTL.,EQ,19920327,NaT
1835,NTII,,NEUROBIOLOGICAL TECHS.,EQ,19940216,NaT
1836,NTIOF,,NATIONAL BK.OF CAN.(OTC),EQ,20140113,NaT
1837,NTIP,,NETWORK-1 TECHNOLOGIES,EQ,20131225,NaT
1838,NTLA,,INTELLIA THERAPEUTICS,EQ,20160509,NaT
1839,NTLK,,NET TALK COM,EQ,20120724,NaT
1840,NTME,,NETMED,EQ,19940513,NaT
1841,NTMFF,,NEOTECH METALS (OTC),EQ,20231006,NaT
1842,NTNOF,,NORTHERN OCEAN (OTC),EQ,20210303,NaT
1843,NTNX,,NUTANIX CL.A,EQ,20160930,NaT
1844,NTOIF,,NESTE OIL (OTC),EQ,20140113,NaT
1845,NTOIY,,NESTE OYJ UNSPONSORED ADR 2:1,ADR,20110705,NaT
1846,NTOX,,NOTOX TECHNOLOGIES,EQ,20160602,
1847,NTPIF,,NAM TAI PROPERTY,EQ,19880328,NaT
1848,NTPL,,NETPLEX GROUP,EQ,19960612,NaT
1849,NTPY,,NETPAY INTERNATIONAL,EQ,20191219,NaT
1850,NTR,,NUTRIEN (NYS),EQ,20180102,NaT
1851,NTRA,,NATERA,EQ,20150727,NaT
1852,NTRB,,NUTRIBAND,EQ,20171130,NaT
1853,NTRBW,,NUTRIBAND EQ.WARRT. EXP 30TH SEP 2026,EQ,20211001,NaT
1854,NTRP,,NEXTTRIP,EQ,20120809,NaT
1855,NTRR,,NEUTRA,EQ,20111012,NaT
1856,NTRS,,NORTHERN TRUST,EQ,19721214,NaT
1857,NTRSO,,NORTHERN TRUST DS,EQ,20191106,NaT
1858,NTRU,,NATUR INTERNATIONAL,EQ,20120922,NaT
1859,NTSGF,,NATIONAL STORAGE (OTC) REIT STAPLED UNITS,EQ,20230703,NaT
1860,NTST,,NETSTREIT,EQ,20200816,NaT
1861,NTTCF,,NETCENTS TECHNOLOGY(OTC),EQ,20170821,NaT
1862,NTTDF,,NTT DATA GROUP (OTC),EQ,20140113,NaT
1863,NTTIF,,NOVATTI GROUP (OTC),EQ,20230206,NaT
1864,NTTYY,,NPN.TEL&TEL.SPN.ADR 1:25,ADR,19890921,NaT
1865,NTULF,,BIPROGY (OTC),EQ,20210421,NaT
1866,NTUR,,NATURAL BLUE RESOURCES,EQ,20000919,NaT
1867,NTWK,,NETSOL TECHS.,EQ,19980924,NaT
1868,NTXVF,,NEXTEER AUTOMOTIVE (OTC) GROUP,EQ,20150108,NaT
1869,NTZ,,NATUZZI 1:5 ADR,ADR,19930427,NaT
1870,NU,,NU HOLDINGS A,EQ,20211209,NaT
1871,NUBC,,NORTHUMBERLAND BANCORP,EQ,20120828,NaT
1872,NUBIU,,NUBIA BRAND INTERNATIONAL UNITS,EQ,20220311,
1873,NUBIW,,NUBIA BND.INTL.EQ. WARRT.EXP 16TH NOV 2026,EQ,20220502,
1874,NUE,,NUCOR,EQ,19620702,NaT
1875,NUEC,,NU EARTH,EQ,20010109,NaT
1876,NUFMF,,NUFARM (OTC),EQ,20140113,NaT
1877,NUGN,,NUGENE INTERNATIONAL,EQ,20150106,NaT
1878,NUGS,,CANNABIS STGC.VENT.,EQ,20050111,NaT
1879,NUHRF,,NUHEARA (OTC),EQ,20160610,NaT
1880,NUKK,,NUKKLEUS,EQ,20200722,NaT
1881,NUKK,,NUKKLEUS,EQ,20160125,
1882,NULGF,,NULEGACY GOLD (OTC),EQ,20111230,NaT
1883,NUMD,,NU-MED PLUS,EQ,20140925,NaT
1884,NUMIF,,NUMINUS WELLNESS (OTC),EQ,20140113,NaT
1885,NUNZ,,NUNZIA PHARMACEUTICAL,EQ,19900301,NaT
1886,NURAF,,NOMURA RESH.INST. (OTC),EQ,20140113,NaT
1887,NURO,,NEUROMETRIX,EQ,20040722,NaT
1888,NURPF,,NEUREN PHARMS. (OTC),EQ,20140113,NaT
1889,NUS,,NU SKIN ENTERPRISES 'A',EQ,19961122,NaT
1890,NUSMF,,NAUTILUS MINERALS,EQ,19600101,NaT
1891,NUTTQ,,NUTROGANICS,EQ,19860515,NaT
1892,NUTX,,NUTEX HEALTH,EQ,20130408,NaT
1893,NUUU,,REJUVEL BIO-SCIENCES,EQ,20140325,NaT
1894,NUVA,,NUVASIVE,EQ,20040316,
1895,NUVB,,NUVATION BIO A,EQ,20200826,NaT
1896,NUVI,,EMO CAPITAL,EQ,20080926,NaT
1897,NUVL,,NUVALENT A,EQ,20210729,NaT
1898,NUVM,,NUVIM,EQ,20050715,NaT
1899,NUVO,,HOLDCO NUVO GROUP D G,EQ,20220103,NaT
1900,NUVOW,,HLCO.NUVO GP.D G EQ. WARRT.EXP 1ST MAY2029,EQ,20220103,NaT
1901,NUVR,,NUVERA COMMUNICATIONS,EQ,20120724,NaT
1902,NUVSF,,NUVISTA ENERGY (OTC),EQ,19600101,NaT
1903,NUWE,,NUWELLIS,EQ,20120216,NaT
1904,NUZE,,NUZEE,EQ,20140414,NaT
1905,NVAAF,,NOVA MINERALS (OTC),EQ,20140113,NaT
1906,NVAC,,NORTHVIEW ACQUISITION,EQ,20220124,NaT
1907,NVACF,,NOVA CANNABIS (OTC),EQ,20140113,NaT
1908,NVACW,,NORTHVIEW ACQ.EQ. WARRT. EXP 2ND AUG 2027,EQ,20220124,NaT
1909,NVAX,,NOVAVAX,EQ,19950419,NaT
1910,NVCR,,NOVOCURE,EQ,20151002,NaT
1911,NVCT,,NUVECTIS PHARMA,EQ,20220204,NaT
1912,NVDA,,NVIDIA,EQ,19990122,NaT
1913,NVDEF,,URZ3 ENERGY (OTC),EQ,20140113,NaT
1914,NVEC,,NVE,EQ,19840131,NaT
1915,NVEE,,NV5 GLOBAL,EQ,20130930,NaT
1916,NVEI,,NUVEI SUBORDINATE (NAS) VOTING,EQ,20201027,NaT
1917,NVFY,,NOVA LIFESTYLE,EQ,20120809,NaT
1918,NVGI,,NOBLE VICI GROUP,EQ,20140718,
1919,NVGLF,,NV GOLD (OTC),EQ,20140506,NaT
1920,NVGS,,NAVIGATOR HOLDINGS,EQ,20131121,NaT
1921,NVGT,,NOVAGANT,EQ,19961120,NaT
1922,NVIVQ,,INVIVO THERP.HDG.,EQ,20101029,NaT
1923,NVLHF,,NEVADA LITHIUM (OTC) RESOURCES,EQ,20211117,NaT
1924,NVLIF,,NOVA LITHIUM (OTC),EQ,20221014,NaT
1925,NVLPF,,NOVA LEAP HEALTH (OTC),EQ,20190712,NaT
1926,NVMI,,NOVA,EQ,20000411,NaT
1927,NVMLF,,NAVARRE MINERALS (OTC),EQ,20210202,NaT
1928,NVNI,,NVNI GROUP,EQ,20211229,NaT
1929,NVNIW,,NVNI GP.EQ.WARRT. EXP 1 NOV.2028,EQ,20211229,NaT
1930,NVNO,,ENVVENO MEDICAL,EQ,20180531,NaT
1931,NVNXF,,NOVONIX (OTC),EQ,20200602,NaT
1932,NVO,,NOVO NORDISK 'B' ADR 1:1,ADR,19810430,NaT
1933,NVOS,,NOVO INTEGRATED SCIENCES,EQ,20050608,NaT
1934,NVPLF,,NEVARO CAPITAL,EQ,20191016,NaT
1935,NVR,,NVR,EQ,19931001,NaT
1936,NVRI,,ENVIRI,EQ,19620702,NaT
1937,NVRO,,NEVRO,EQ,20141106,NaT
1938,NVRVF,,NOVRA TECHS. (OTC),EQ,20161025,NaT
1939,NVS,,NOVARTIS 'B' SPN.ADR 1:1,ADR,19911118,NaT
1940,NVSEF,,NOVARTIS 'R' (OTC),EQ,20140113,NaT
1941,NVSGF,,NEVADA SUNRISE (OTC) METALS,EQ,19600101,NaT
1942,NVSHF,,NOVUS HOLDINGS (OTC),EQ,20211005,NaT
1943,NVST,,ENVISTA HOLDINGS,EQ,20190918,NaT
1944,NVT,,NVENT ELECTRIC,EQ,20180417,NaT
1945,NVTAQ,,INVITAE,EQ,20150212,NaT
1946,NVTQF,,TRENCH METALS (OTC),EQ,20170602,NaT
1947,NVTS,,NAVITAS SEMICONDUCTOR,EQ,20210125,NaT
1948,NVVE,,NUVVE HOLDING,EQ,20200501,NaT
1949,NVX,,NOVONIX ADS 1:4,ADR,20220202,NaT
1950,NVYAF,,NAVYA (OTC),EQ,20190312,NaT
1951,NVYTF,,NOVACYT (OTC),EQ,20200203,NaT
1952,NVZMF,,NOVOZYMES B (OTC),EQ,20001027,NaT
1953,NVZMY,,NOVONESIS NOVOZYMES B UNSP.AMER.DPREC.1:1,EQ,20021008,NaT
1954,NWARF,,NORWEGIAN AIR (OTC) SHUTTLE,EQ,20160229,NaT
1955,NWAU,,NOWAUTO,EQ,20040623,NaT
1956,NWBD,,NEW WORLD BRANDS,EQ,20011221,NaT
1957,NWBI,,NORTHWEST BANCSHARES,EQ,19941103,NaT
1958,NWBO,,NORTHWEST BIOTH.,EQ,20120724,NaT
1959,NWCBF,,NEW WORLD RESOURCES(OTC),EQ,20230306,NaT
1960,NWCCF,,NORTHWEST COPPER (OTC),EQ,19600101,NaT
1961,NWCI,,NEWCARDIO,EQ,20060829,NaT
1962,NWCN,,NETWORK CN,EQ,20040311,NaT
1963,NWDHU,,NEWHALL HLDG.UNIT CL.A,EQ,20130124,NaT
1964,NWE,,NORTHWESTERN ENERGY GROUP,EQ,20041102,NaT
1965,NWFAF,,NEW FOCUS AUTO TECH HDG. (OTC),EQ,20050217,NaT
1966,NWFFF,,NWF GROUP (OTC),EQ,20221228,NaT
1967,NWFL,,NORWOOD FINANCIAL,EQ,19960717,NaT
1968,NWG,,NATWEST GROUP ADR 1:2,ADR,20071010,NaT
1969,NWGC,,NEW WORLD GOLD,EQ,20010109,NaT
1970,NWGL,,NATURE WOOD GP. AMER. DEPY.SHS.1:8,ADR,20230912,NaT
1971,NWGN,,NEWGEN TECHNOLOGIES,EQ,19901008,NaT
1972,NWHUF,,NORTHWEST HLTHCR. (OTC) PROPS.REIT.TST.,EQ,20110624,NaT
1973,NWIFF,,NUINSCO RESOURCES (OTC),EQ,20140113,NaT
1974,NWINF,,NAKED WINE (OTC),EQ,20101223,NaT
1975,NWITY,,NET.INTHDG.ADR 1:1,ADR,20190830,NaT
1976,NWKHY,,NETCARE UNSP.ADR 1:10,ADR,20130120,NaT
1977,NWKLF,,NETWORK (OTC) INTERNATIONAL HOLDINGS,EQ,20211012,NaT
1978,NWL,,NEWELL BRANDS (XSC),EQ,19721214,NaT
1979,NWLI,,NATIONAL WSTN.LF.GP.'A',EQ,19740319,NaT
1980,NWLXF,,NEWLOX GOLD (OTC) VENTURES,EQ,20210519,NaT
1981,NWMH,,NATIONAL WASTE MAN.HDG.,EQ,20160602,NaT
1982,NWN,,NORTHWEST NATURAL HOLDING COMPANY,EQ,19721214,NaT
1983,NWOEF,,NEW ORNTL.ED.& TGP.(OTC),EQ,20240208,NaT
1984,NWOL,,NORTH WEST OIL GROUP,EQ,19981207,NaT
1985,NWPG,,NEWPORT GOLD,EQ,20061012,NaT
1986,NWPHF,,NEWRON (OTC) PHARMACEUTICALS,EQ,20090626,NaT
1987,NWPIF,,FLINT (OTC),EQ,20140115,NaT
1988,NWPN,,NOW,EQ,19990326,NaT
1989,NWPP,,NEW PEOPLES BANKSHARES,EQ,20110712,NaT
1990,NWPX,,NORTHWEST PIPE,EQ,19951130,NaT
1991,NWRLY,,NEW WLD.DPSTE.CHIN. UNSP.ADR 1:25,ADR,20111020,NaT
1992,NWS,,NEWS 'B',EQ,20130621,NaT
1993,NWSA,,NEWS 'A',EQ,20130621,NaT
1994,NWSAL,,NEWS CORPORATION B (OTC) VOTING CDI,EQ,20130917,NaT
1995,NWSGY,,NWS HOLDINGS ADR 1:10,ADR,20110906,NaT
1996,NWSZF,,NWS HOLDINGS (OTC),EQ,20140113,NaT
1997,NWTM,,NEW TMW TOPCO,EQ,20220209,
1998,NWTN,,NWTN B,EQ,20200320,NaT
1999,NWTT,,NW TECH CAPITAL,EQ,19980805,NaT
2000,NWUC,,NATIONWIDE UTILITIES,EQ,20100508,NaT
2001,NWVCF,,ENWAVE (OTC),EQ,20140113,NaT
2002,NWWCF,,NEW CHINA LIFE (OTC) INSURANCE COMPANY 'H',EQ,20200228,NaT
2003,NWWDF,,NEW WORLD (OTC) DEVELOPMENT COMPANY,EQ,20201102,NaT
