,ts_code,name,enname,classify,list_date,delist_date
2978,WDOFF,,WESDOME GOLD MINES (OTC),EQ,20140115,NaT
2979,WDPSF,,WAREHOUSES DE PAUW (OTC),EQ,20181003,NaT
2980,WDRP,,WANDERPORT,EQ,19721212,NaT
2981,WDS,,WOODSIDE ENERGY GROUP ADR 1:1,ADR,19750106,NaT
2982,WDTK,,WEDOTALK,EQ,20080314,NaT
2983,WEAV,,WEAVE COMMUNICATIONS,EQ,20211112,NaT
2984,WEBB,,WEB BLOCKCHAIN MEDIA,EQ,19960523,NaT
2985,WEBC,,WEBCO INDUSTRIES,EQ,19940208,NaT
2986,WEBJF,,WEBJET (OTC),EQ,20150903,NaT
2987,WEBNF,,WESTPAC BANKING (OTC),EQ,20140115,NaT
2988,WEBT,,WEB3,EQ,20231024,NaT
2989,WEC,,WEC ENERGY GROUP,EQ,19620702,NaT
2990,WECFF,,WHITE ENERGY (OTC) COMPANY,EQ,19990721,NaT
2991,WEDG,,WEED GROWTH FUND,EQ,20230109,NaT
2992,WEDXF,,WESTAIM (OTC),EQ,19960708,NaT
2993,WEEEF,,WESTERN ENERGY (OTC) SERVICES,EQ,19600101,NaT
2994,WEGOF,,WESCAN GOLDFIELDS (OTC),EQ,20140115,NaT
2995,WEGRY,,WEIR GROUP ADR 2:1,ADR,20120323,NaT
2996,WEGYF,,WESTBRIDGE (OTC) RENEWABLE ENERGY,EQ,20100604,NaT
2997,WEGZY,,WEG ADR 1:1,ADR,20101005,NaT
2998,WEICF,,WEICHAI POWER 'H' (OTC),EQ,20140115,NaT
2999,WEICY,,WEICHAI POWER ADR 1:8,ADR,20100819,
3000,WEIDY,,WEIDAI ADR 1:5,ADR,20181115,NaT
3001,WEIGF,,WEIR GROUP (OTC),EQ,20140115,NaT
3002,WEIIF,,WOLVERINE ENERGY (OTC) AND INFRASTRUCTURE,EQ,20190409,NaT
3003,WEJOF,,WEJO GROUP,EQ,20210316,NaT
3004,WEJTY,,WEBJET ADR 1:1,ADR,20190618,NaT
3005,WEJWF,,WEJO GP.EQ.WARRT. EXP 18TH NOV 2026,EQ,20210315,NaT
3006,WEL,,INTEGRATED WELLNESS ACQUISITION A,EQ,20220118,NaT
3007,WEL.U,,INTEGRATED WELLNESS ACQUISITION UNITS,EQ,20211209,NaT
3008,WELL,,WELLTOWER,EQ,19780217,NaT
3009,WELX,,WINLAND HOLDINGS,EQ,19930827,NaT
3010,WEMXF,,WEIMOB (OTC),EQ,20210105,NaT
3011,WEN,,WENDY'S CLASS A,EQ,20080930,NaT
3012,WENA,,ANEW MEDICAL,EQ,20220429,NaT
3013,WENEF,,SUMMUS SOLUTIONS NV(OTC),EQ,20140113,NaT
3014,WEQL,,WELLQUEST MED.& WLLN.,EQ,20090123,NaT
3015,WERN,,WERNER ENTERPRISES,EQ,19860620,NaT
3016,WES,,WESTERN MIDSTREAM PARTNERS COMMON UNITS,EQ,20121207,NaT
3017,WESC,,W&E SOURCE,EQ,20070222,NaT
3018,WESMF,,WEST MINING (OTC),EQ,20210301,NaT
3019,WEST,,WESTROCK COFFEE,EQ,20211019,NaT
3020,WESTW,,WESTROCK COF.EQ. WARRT. EXP 30TH AUG.2027,EQ,20211012,NaT
3021,WETH,,WETOUCH TECHNOLOGY,EQ,19940203,NaT
3022,WEWA,,WEWARDS,EQ,20160614,NaT
3023,WEWKQ,,WEWORK A (OTC),EQ,20201021,NaT
3024,WEX,,WEX,EQ,20050210,NaT
3025,WEXPF,,WESTERN EXPL (OTC),EQ,20130125,NaT
3026,WEYS,,WEYCO GROUP,EQ,19620702,NaT
3027,WF,,WOORI FGP.AMER.DPSH.1:3,ADR,20190114,NaT
3028,WFAFF,,WESFARMERS (OTC),EQ,19890103,NaT
3029,WFAFY,,WESFARMERS ADR 2:1,ADR,20081016,NaT
3030,WFC,,WELLS FARGO & CO,EQ,19621210,NaT
3031,WFCF,,WHERE FOOD COMES FROM,EQ,20061026,NaT
3032,WFCL,,1867 WESTN FINL,EQ,20120922,NaT
3033,WFCPRA,,WELLS FARGO AND NEW 1000 DS,EQ,20201022,NaT
3034,WFCPRC,,WELLS FARGO 1000 DEPOSITARY SHARES,EQ,20210126,NaT
3035,WFCPRD,,WELLS FARGO AND COMPANY DEP,EQ,20210723,NaT
3036,WFCPRQ,,WELLS FARGO DEPOSITARY SHARES,EQ,20160920,
3037,WFCPRR,,WELLS FARGO DS,EQ,20180319,
3038,WFCPRY,,WELLS FARGO DS CLASS A SERIES Y,EQ,20170919,NaT
3039,WFCPRZ,,WELLS FARGO 1000 DEPOSITARY SHARES,EQ,20200116,NaT
3040,WFG,,WEST FRASER TIMBER (NYS),EQ,20140115,NaT
3041,WFHG,,WORLD FINANCIAL HOLDING GROUP,EQ,20021028,NaT
3042,WFICF,,WALL FINL. (OTC),EQ,20170215,NaT
3043,WFLDF,,WELLFIELD (OTC) TECHNOLOGIES,EQ,20221213,NaT
3044,WFRD,,WEATHERFORD INTL.,EQ,20191220,NaT
3045,WFRSF,,WEST AFRICAN RES. (OTC),EQ,20140915,NaT
3046,WFSTF,,WESTERN FOREST PRDS. (OTC),EQ,19600101,NaT
3047,WFTSF,,WAVEFRONT TECH. (OTC) SLTN.,EQ,19600101,NaT
3048,WFWRF,,WI FI WIRELESS,EQ,20021209,NaT
3049,WGEE,,WGE HOLDINGS,EQ,20020226,NaT
3050,WGEI,,WINDGEN ENERGY,EQ,19840312,NaT
3051,WGIH,,WGI HOLDINGS,EQ,19830617,NaT
3052,WGLIF,,WESTWARD GOLD (OTC),EQ,20220203,NaT
3053,WGMCF,,WINSTON GOLD (OTC),EQ,20160720,NaT
3054,WGNR,,WEGENER,EQ,20100423,NaT
3055,WGO,,WINNEBAGO INDS.,EQ,19700908,NaT
3056,WGRFF,,CHAMPION GAMING (OTC) GROUP,EQ,20220614,NaT
3057,WGS,,GENEDX HOLDINGS A,EQ,20201104,NaT
3058,WGSWW,,GENEDX HDG.EQ. WARRT.EXP 22 JL.2026,EQ,20201029,NaT
3059,WGTG,,WINGS & THINGS,EQ,20150409,
3060,WGXRF,,WESTGOLD RESOURCES (OTC),EQ,20170608,NaT
3061,WH,,WYNDHAM HOTELS RESORTS,EQ,20180518,NaT
3062,WHCA,,WILLISTON HOLDING,EQ,20061020,NaT
3063,WHD,,CACTUS A,EQ,20180208,NaT
3064,WHEN,,WORLD HEALTH ENERGY HDG.,EQ,19941028,NaT
3065,WHG,,WESTWOOD HDG.GP.,EQ,20020611,NaT
3066,WHGLY,,WH GROUP ADR 1:20,ADR,20141114,NaT
3067,WHGOF,,WHITE GOLD (OTC),EQ,19600101,NaT
3068,WHGPF,,WAREHOUSE GROUP (OTC),EQ,20180411,NaT
3069,WHGRF,,WH GROUP (OTC),EQ,20150617,NaT
3070,WHITF,,WHITEHAVEN COAL (OTC),EQ,20100331,NaT
3071,WHLM,,WILHELMINA INTERNATIONAL,EQ,19960730,NaT
3072,WHLR,,WHEELER RLST.INV.TST.,EQ,20121119,NaT
3073,WHLT,,CHASE PACKAGING,EQ,19970425,NaT
3074,WHR,,WHIRLPOOL,EQ,19620702,NaT
3075,WHREY,,WHARF REAL ESTATE INVT UNSPONSORED ADR 1:4,ADR,20240308,NaT
3076,WHSI,,WEARABLE HLTH.SLTN.,EQ,20081211,NaT
3077,WHSPF,,WHISPIR (OTC),EQ,20200713,
3078,WHTAF,,WASHTEC (OTC),EQ,20220111,NaT
3079,WHTCF,,WELL HEALTH (OTC) TECHNOLOGIES,EQ,20180220,NaT
3080,WHTEF,,WHITEMUD RESOURCES (OTC),EQ,20230721,NaT
3081,WHTGF,,WHITE TIGER GOLD (OTC),EQ,20111116,NaT
3082,WHTPF,,WH SMITH (OTC),EQ,20200320,NaT
3083,WHWRF,,WORLD HUW.(HDG.) (OTC),EQ,20140115,NaT
3084,WHYRF,,WEST HIGH YLD.RES. (OTC),EQ,19600101,NaT
3085,WIBFF,,WEST ISLAND BRANDS (OTC),EQ,20150223,NaT
3086,WIFT,,WI-FI TV,EQ,19971208,NaT
3087,WIGAF,,EDYOUTEC (OTC),EQ,20221010,NaT
3088,WIGBY,,WISETECH GLOBAL ADR 1:1,ADR,20190322,NaT
3089,WIHLY,,WIHLBORGS FASTIGHETER UNSP.ADR 1:1,ADR,20140825,NaT
3090,WILC,,G.WILLI-FOOD INTL.,EQ,19970520,NaT
3091,WILLF,,DEMANT (OTC),EQ,20140115,NaT
3092,WILWY,,WALLENIUS WILMSN. ASA UNSP.ADR 1:2,ADR,20230622,NaT
3093,WILYY,,DEMANT A S UNSPONSORED ADR 2:1,ADR,20110624,NaT
3094,WIMI,,WIMI HOLOGRAM CLOUD ADR 1:2,ADR,20200401,NaT
3095,WINA,,WINMARK,EQ,19930825,NaT
3096,WING,,WINGSTOP,EQ,20150612,NaT
3097,WINH,,WILLCOX INTERNATIONAL HOLDINGS,EQ,20140909,NaT
3098,WINKF,,WINDFALL GEOTEK (OTC),EQ,20140113,NaT
3099,WINR,,SIMPLICITY ESPORTS GAMING,EQ,20171009,NaT
3100,WINSF,,WINS FINANCE HDG.,EQ,20141104,NaT
3101,WINT,,WINDTREE THERAPEUTICS,EQ,19950808,NaT
3102,WINV,,WINVEST ACQUISITION,EQ,20211004,NaT
3103,WINVU,,WINVEST ACQUISITION UNITS,EQ,20210915,NaT
3104,WINVW,,WINVEST ACQ.EQ. WARRT. EXP 9TH AUG 2026,EQ,20211007,NaT
3105,WIPKF,,WINPAK (OTC),EQ,20140115,NaT
3106,WIRE,,ENCORE WIRE,EQ,19920716,NaT
3107,WIRX,,WIRELESS XCESSORIES GP.,EQ,19960409,NaT
3108,WISA,,WISA TECHNOLOGIES,EQ,20180727,NaT
3109,WISM,,WISEMAN GLOBAL,EQ,20190610,
3110,WIT,,WIPRO ADR 1:1,ADR,20001005,NaT
3111,WIX,,WIX COM,EQ,20131106,NaT
3112,WIZEY,,WISE ADR 1:1,ADR,20210914,NaT
3113,WJRYF,,WEST JAPAN RAILWAY (OTC),EQ,19931029,NaT
3114,WJRYY,,WEST JAPAN RAILWAY ADR 1:1,ADR,20110125,NaT
3115,WJXFF,,WAJAX (OTC),EQ,20140115,NaT
3116,WK,,WORKIVA 'A',EQ,20141212,NaT
3117,WKC,,WORLD KINECT,EQ,19860828,NaT
3118,WKCMF,,WACKER CHEMIE (OTC),EQ,20140115,NaT
3119,WKEY,,WISEKEY INTHDG.ADR 2:1,ADR,20190114,NaT
3120,WKGBF,,SANDERSON DESIGN (OTC) GROUP,EQ,20211215,NaT
3121,WKGFF,,WESTKAM GOLD (OTC),EQ,19600101,NaT
3122,WKHS,,WORKHORSE GROUP,EQ,20100602,NaT
3123,WKISF,,WORKMAN (OTC),EQ,20240301,NaT
3124,WKME,,WALKME,EQ,20210616,NaT
3125,WKPPF,,WORKSPACE GROUP (OTC),EQ,20201006,NaT
3126,WKRCF,,WACKER NEUSON (OTC),EQ,20080801,NaT
3127,WKSP,,WORKSPORT,EQ,20100525,NaT
3128,WKSPW,,WORKSPORT EQUITY WARRANT EXP 1ST JUN 2026,EQ,20210804,NaT
3129,WKYN,,WEBSKY,EQ,20020514,NaT
3130,WLAB,,WHITE LABEL LIQUID,EQ,20081112,NaT
3131,WLAN,,WIALAN TECHNOLOGIES,EQ,20010109,NaT
3132,WLBMF,,WALLBRIDGE MINING (OTC),EQ,20140115,NaT
3133,WLCGF,,WELCIA HOLDINGS (OTC),EQ,20211214,NaT
3134,WLCOF,,WELL TOLD COMPANY (OTC),EQ,20211208,NaT
3135,WLDBF,,WILDBRAIN (OTC),EQ,20200103,NaT
3136,WLDFF,,WILDFLOWER BRANDS (OTC),EQ,20170127,NaT
3137,WLDN,,WILLDAN GROUP,EQ,20061120,NaT
3138,WLDPF,,WILDPACK BEVERAGE (OTC),EQ,20210706,NaT
3139,WLDS,,WEARABLE DEVICES,EQ,20220913,NaT
3140,WLFC,,WILLIS LEASE FINANCE,EQ,19960918,NaT
3141,WLFFF,,WOLFDEN RESOURCES (OTC),EQ,20170508,NaT
3142,WLGS,,WANG LEE GROUP,EQ,20230420,NaT
3143,WLHSF,,WILHS.WILHELMSEN (OTC) HDG.'A',EQ,20100724,NaT
3144,WLK,,WESTLAKE,EQ,20040722,NaT
3145,WLKP,,WESTLAKE CHEMICAL PTNS.,EQ,20140730,NaT
3146,WLMIF,,WILMAR INTL. (OTC),EQ,20060718,NaT
3147,WLMIY,,WILMAR INTERNATIONAL ADR 1:10,ADR,20081111,NaT
3148,WLMSQ,,WILLIAMS INDUSTRIAL SERVICES GROUP,EQ,20140715,NaT
3149,WLMTF,,WULING MOTORS (OTC) HOLDINGS,EQ,20201124,NaT
3150,WLNSF,,DISCOVER WELLNESS (OTC) SOLUTIONS,EQ,20210302,
3151,WLOLQ,,WINLAND OCEAN SHIPPING,EQ,20070703,NaT
3152,WLRMF,,ALORO MINING (OTC),EQ,20101007,NaT
3153,WLSI,,WELLSTAR INTERNATIONAL,EQ,20041221,NaT
3154,WLSS,,WELSIS,EQ,20230922,NaT
3155,WLTNF,,WILTON RESOURCES (OTC),EQ,20160408,NaT
3156,WLWHF,,WOOLWORTHS HDG. (OTC),EQ,20140115,NaT
3157,WLWHY,,WOOLWORTHS HOLDINGS,GDR,20050406,NaT
3158,WLY,,JOHN WILEY AND SONS A,EQ,19740319,NaT
3159,WLYB,,JOHN WILEY AND SONS B,EQ,19820928,NaT
3160,WLYW,,WALLY WORLD MEDIA,EQ,20131129,NaT
3161,WM,,WASTE MANAGEMENT,EQ,19880603,NaT
3162,WMB,,WILLIAMS,EQ,19620702,NaT
3163,WMC,,WESTERN ASSET MORTGAGE CAPITAL,EQ,20120510,
3164,WMDH,,WMD HOLDINGS GROUP,EQ,20040323,NaT
3165,WMELF,,WESTMOUNT ENERGY (OTC),EQ,20200618,NaT
3166,WMG,,WARNER MUSIC GROUP A,EQ,20200603,NaT
3167,WMGR,,WELLNESS MATRIX GROUP,EQ,20130801,NaT
3168,WMGTF,,WILMINGTON (OTC),EQ,20171113,NaT
3169,WMK,,WEIS MARKETS,EQ,19650604,NaT
3170,WMLLF,,WEALTH MINERALS (OTC),EQ,20040413,NaT
3171,WMLMF,,WOOMERA MINING (OTC),EQ,20230613,NaT
3172,WMMVF,,WAL-MART DE MEXICO (OTC),EQ,20030730,NaT
3173,WMMVY,,WAL MART DE MEXICO B DE C V SPONSORED 1:10,ADR,19971229,NaT
3174,WMNNF,,ASTON MINERALS (OTC),EQ,20121019,NaT
3175,WMPN,,WILLIAM PENN BANCORP,EQ,20080416,NaT
3176,WMS,,ADVANCED DRAINAGE SYS.,EQ,20140725,NaT
3177,WMT,,WALMART,EQ,19740319,NaT
3178,WMTN,,WESTMOUNTAIN GOLD,EQ,20100202,NaT
3179,WMWWF,,WEST WITS MINING (OTC),EQ,20200117,NaT
3180,WMXCF,,WILUNA MINING (OTC) CORPORATION,EQ,20200728,NaT
3181,WNAVF,,WEALTHNAVI (OTC),EQ,20220407,NaT
3182,WNBD,,WINNING BRANDS,EQ,20051109,NaT
3183,WNC,,WABASH NATIONAL,EQ,19911108,NaT
3184,WNCG,,WYNCREST GROUP,EQ,20020215,NaT
3185,WNCNF,,WINCANTON (OTC),EQ,20190627,NaT
3186,WNCP,,WINECO PRODUCTS,EQ,20030226,NaT
3187,WNDLF,,WENDEL INVESTISSEMENT (OTC),EQ,19740319,NaT
3188,WNDW,,SOLARWINDOW TECHNOLOGIES,EQ,20010109,NaT
3189,WNEB,,WESTERN NENG.BANCORP,EQ,20011228,NaT
3190,WNFT,,WORLDWIDE NFT,EQ,20130313,NaT
3191,WNGRF,,WESTON GEORGE (OTC),EQ,20140115,NaT
3192,WNHTF,,WANDA HOTEL (OTC) DEVELOPMENT,EQ,20180319,
3193,WNLV,,WINVEST GROUP,EQ,20051024,NaT
3194,WNMLA,,WINMILL 'A',EQ,19800129,NaT
3195,WNNR.U,,ANDRETTI ACQUISITION UNITS,EQ,20220113,
3196,WNRC,,WENR NEW,EQ,20021108,NaT
3197,WNRS,,WINNERS,EQ,20130109,NaT
3198,WNS,,WNS HOLDINGS,EQ,20060712,NaT
3199,WNW,,MEIWU TECHNOLOGY COMPANY,EQ,20201215,NaT
3200,WNWG,,WENTWORTH ENERGY,EQ,20040625,NaT
3201,WNWSF,,WEATHERNEWS (OTC),EQ,20221005,NaT
3202,WOAM,,WORLD AM,EQ,19980129,NaT
3203,WOBK,,WOODSBORO BK MD,EQ,20210204,NaT
3204,WODBF,,WOODBOIS (OTC),EQ,20230717,NaT
3205,WOEN,,WOLF ENERGY SERVICES,EQ,19960606,NaT
3206,WOFA,,WISDOM HOMES OF AMERICA,EQ,20050419,
3207,WOLF,,WOLFSPEED,EQ,20070301,NaT
3208,WOLTF,,WOLTERS KLUWER (OTC),EQ,20140115,NaT
3209,WOLV,,WOLVERINE RESOURCES,EQ,20090421,NaT
3210,WOLWF,,WOOLWORTHS (OTC),EQ,20140115,NaT
3211,WONDF,,WONDERFI (OTC) TECHNOLOGIES,EQ,20210831,NaT
3212,WONEF,,WEQ HOLDINGS,EQ,20130826,NaT
3213,WOOF,,PETCO HEALTH AND WELLNESS COMPANY A,EQ,20210114,NaT
3214,WOPEF,,WOODSIDE ENERGY (OTC) GROUP,EQ,20140115,NaT
3215,WOR,,WORTHINGTON ENTERPRISES,EQ,19721214,NaT
3216,WORC,,WAKE UP NOW,EQ,19750228,NaT
3217,WORX,,SCWORX,EQ,20161006,NaT
3218,WOSGF,,WATCHES OF (OTC) SWITZERLAND GROUP,EQ,20210429,NaT
3219,WOSSF,,WATER OASIS GP. (OTC),EQ,20020227,NaT
3220,WOW,,WIDEOPENWEST,EQ,20170525,NaT
3221,WOWI,,METRO ONE TELECOM.,EQ,19960823,NaT
3222,WOWU,,WOWI,EQ,20020201,NaT
3223,WPC,,WP CAREY,EQ,20180911,NaT
3224,WPDPF,,WPD PHARMACEUTICALS(OTC),EQ,20200113,NaT
3225,WPFH,,WPF HOLDINGS,EQ,20060629,NaT
3226,WPHM,,WINSTON PHARMACEUTICALS,EQ,20100609,NaT
3227,WPLCF,,WISE A (OTC),EQ,20210708,NaT
3228,WPM,,WHEATON PRMTL. (NYS),EQ,20050706,NaT
3229,WPMLF,,WESTERN PAC.MRLS.,EQ,20050601,NaT
3230,WPNDF,,WISHPOND (OTC) TECHNOLOGIES,EQ,20210512,NaT
3231,WPNNF,,LAFLEUR MINERALS (OTC),EQ,20200430,NaT
3232,WPNTF,,WARPAINT LONDON (OTC),EQ,20191216,NaT
3233,WPP,,WPP SPN.ADR 1:5,ADR,19871229,NaT
3234,WPPGF,,WPP (OTC),EQ,19710430,NaT
3235,WPRT,,WESTPORT FUEL SYS. (NAS),EQ,20080815,NaT
3236,WPUR,,WATERPURE INTERNATIONAL,EQ,20070115,NaT
3237,WQNI,,WQN,EQ,19991027,NaT
3238,WQTEF,,WEIQIAO TEXTILE 'H'(OTC),EQ,20140115,
3239,WRAC,,WILLIAMS ROWLAND (ASE) ACQUISITION,EQ,20210916,
3240,WRAC.U,,WILLIAMS ROWLAND (ASE) ACQUISITION UNITS,EQ,20210727,
3241,WRAP,,WRAP TECHNOLOGIES,EQ,20180529,NaT
3242,WRB,,W R BERKLEY,EQ,19731023,NaT
3243,WRBY,,WARBY PARKER A,EQ,20210929,NaT
3244,WRCDF,,WIRECARD (OTC),EQ,20080711,NaT
3245,WRDEF,,WERELDHAVE (OTC),EQ,20140115,NaT
3246,WRDLY,,WORLDLINE UNSP.ADR 2:1,ADR,20171213,NaT
3247,WRFRF,,WHARF REAL ESTATE (OTC) INVESTMENT COMPANY,EQ,20180814,NaT
3248,WRGL,,WARRIOR GIRL,EQ,20041008,NaT
3249,WRHLF,,LOVE HEMP GROUP (OTC),EQ,20200422,NaT
3250,WRIT,,WRIT MEDIA GROUP,EQ,20100908,NaT
3251,WRK,,WESTROCK,EQ,20150624,NaT
3252,WRLC,,WINDROCK LD,EQ,19750106,NaT
3253,WRLD,,WORLD ACCEPTANCE,EQ,19910930,NaT
3254,WRLGF,,WEST RED LAKE GOLD (OTC) MINES,EQ,20140113,NaT
3255,WRMA,,WIREMEDIA,EQ,20050217,NaT
3256,WRMCF,,WHITE ROCK MINERALS(OTC),EQ,20200909,
3257,WRMK,,WATERMARK LODGING TRUST A,EQ,20210513,
3258,WRN,,WESTERN CPR.& GOLD (ASE),EQ,20110210,NaT
3259,WRNT,,WARRANTEE AMERICAN DEPOSITARY SHARES 1:1,ADR,20230725,NaT
3260,WRPT,,WARPSPEED TAXI,EQ,20220112,NaT
3261,WRRZF,,WALKER RIVER (OTC) RESOURCES,EQ,20160815,NaT
3262,WRSLF,,WINSOME RESOURCES (OTC),EQ,20221221,NaT
3263,WRTBF,,WARTSILA (OTC),EQ,20140115,NaT
3264,WRTBY,,WARTSILA ADR 5:1,ADR,20100629,NaT
3265,WS,,WORTHINGTON STEEL,EQ,20231204,NaT
3266,WSBC,,WESBANCO,EQ,19870504,NaT
3267,WSBCP,,WESBANCO DS,EQ,20200806,NaT
3268,WSBF,,WATERSTONE FINANCIAL,EQ,20051005,NaT
3269,WSC,,WILLSCOT MOBILE MINI HOLDINGS A,EQ,20151105,NaT
3270,WSFGQ,,WSB FINANCIAL GROUP,EQ,20061214,NaT
3271,WSFL,,WOODSTOCK HOLDINGS,EQ,20021218,NaT
3272,WSFS,,WSFS FINANCIAL,EQ,19740319,NaT
3273,WSHP,,WASATCH PHARMACEUTICAL,EQ,19810914,
3274,WSIOF,,WASION METERS GROUP(OTC),EQ,20051206,NaT
3275,WSKEF,,WISEKEY N (OTC),EQ,20170323,NaT
3276,WSM,,WILLIAMS-SONOMA,EQ,19830706,NaT
3277,WSML,,WILLIAMSVILLE SEARS MANAGEMENT,EQ,20111012,
3278,WSNAF,,WESANA HEALTH (OTC) HOLDINGS,EQ,20120417,NaT
3279,WSO,,WATSCO,EQ,19840618,NaT
3280,WSO.B,,WATSCO 'B',EQ,19680410,NaT
3281,WSOUF,,WASHINGTON H SOUL (OTC) PATTINSON & COMPANY,EQ,20190829,NaT
3282,WSPCF,,W-SCOPE (OTC),EQ,20200306,NaT
3283,WSPOF,,WSP GLOBAL (OTC),EQ,20140409,NaT
3284,WSR,,WHITESTONE REIT,EQ,20100827,NaT
3285,WSRC,,WESTERN SIERRA RESOURCE,EQ,20011019,NaT
3286,WSRIF,,WESTERN STAR (OTC) RESOURCES,EQ,20240122,NaT
3287,WSRRF,,HARRYS (OTC) MANUFACTURING,EQ,20110930,NaT
3288,WSRUF,,WASECO RES. (OTC),EQ,19600101,NaT
3289,WSSE,,WALLSTREET SECS.,EQ,20041014,NaT
3290,WSSH,,WEST SHORE BANK,EQ,20030625,NaT
3291,WSSTF,,WESTERN BULK (OTC) CHARTERING,EQ,20211028,NaT
3292,WST,,WEST PHARM.SVS.,EQ,19721214,NaT
3293,WSTL,,WESTELL TECHNOLOGIES A,EQ,19951201,NaT
3294,WSTN,,WESTLIN,EQ,20031121,NaT
3295,WSTRF,,WESTERN URANIUM (OTC) VANADIUM,EQ,20160315,NaT
3296,WSTTF,,WESTPORTS HOLDINGS (OTC),EQ,20190912,NaT
3297,WSZWF,,WESIZWE PLATINUM (OTC),EQ,20140115,NaT
3298,WT,,WISDOMTREE,EQ,19911204,NaT
3299,WTBA,,WEST BANCORPORATION,EQ,19951013,NaT
3300,WTBCF,,WHITBREAD (OTC),EQ,20140115,NaT
3301,WTBDY,,WHITBREAD ADR 4:1,ADR,20100728,NaT
3302,WTBFA,,W T B FINANCIAL A,EQ,20030616,NaT
3303,WTBFB,,W T B FINANCIAL B,EQ,20030721,NaT
3304,WTCHF,,WISETECH GLOBAL (OTC),EQ,20170608,NaT
3305,WTCRF,,LI3 LITHIUM (OTC),EQ,20140115,NaT
3306,WTCZF,,COPPER LAKE RES. (OTC),EQ,19600101,NaT
3307,WTECQ,,WESTECH CAPITAL,EQ,20000313,NaT
3308,WTER,,ALKALINE WATER,EQ,20140718,NaT
3309,WTFC,,WINTRUST FINANCIAL,EQ,19960923,NaT
3310,WTFCP,,WINTRUST FINL 1 DS,EQ,20200507,NaT
3311,WTHVF,,WESTHAVEN GOLD (OTC),EQ,20140709,NaT
3312,WTI,,W&T OFFSHORE,EQ,20040721,NaT
3313,WTII,,WATER TECHNOLOGIES INTERNATIONAL,EQ,20060721,NaT
3314,WTKN,,WELLTEK,EQ,20090708,NaT
3315,WTKWY,,WOLTERS KLUWER N V ADR 1:1,ADR,19891114,NaT
3316,WTLC,,WESTERN METALS,EQ,19931210,NaT
3317,WTLLF,,WATER INTELLIGENCE (OTC),EQ,20200910,NaT
3318,WTM,,WHITE MOUNTAINS IN.GP.,EQ,19851023,NaT
3319,WTMA,,WELSBACH TECHNOLOGY METALS ACQUISITION,EQ,20220125,NaT
3320,WTMAU,,WELSBACH TECHNOLOGY METALS ACQUISITION UNITS,EQ,20211228,NaT
3321,WTO,,UTIME,EQ,20210406,NaT
3322,WTRG,,ESSENTIAL UTILITIES,EQ,19710726,NaT
3323,WTRNF,,WESTERN RESOURCES (OTC),EQ,20170419,NaT
3324,WTRO,,WI-TRON,EQ,19970124,NaT
3325,WTRV,,WHITE RIVER ENERGY,EQ,20150430,NaT
3326,WTRVW,,WHITE RIV ENRG WT COM EXP 29 SEP.2028 EQUT,EQ,20231218,NaT
3327,WTS,,WATTS WATER TECHS.,EQ,19860821,NaT
3328,WTSHF,,WESTSHORE TERMINALS INV. (OTC),EQ,19600101,NaT
3329,WTT,,WIRELESS TELC.GP.,EQ,19911021,
3330,WTTR,,SELECT WATER SOLUTIONS A,EQ,20181121,NaT
3331,WTTZF,,WATTS (OTC),EQ,20140115,NaT
3332,WTW,,WILLIS TOWERS WATSON,EQ,20010607,NaT
3333,WTWGF,,WESTWING GROUP (OTC),EQ,20210301,NaT
3334,WTXR,,WEST TEXAS RESOURCES,EQ,20121114,NaT
3335,WU,,WESTERN UNION,EQ,20060912,NaT
3336,WUHN,,WUHAN GENERAL GP.CHINA,EQ,20060522,NaT
3337,WULF,,TERAWULF,EQ,19950724,NaT
3338,WUMSY,,WUMART STORES UNSP.ADR 1:10,ADR,20120702,NaT
3339,WUXAY,,WUXI APPTEC ADR 1:1,ADR,20210224,NaT
3340,WUXIF,,WUXI APPTEC 'H' (OTC),EQ,20200317,NaT
3341,WVAW,,WEST VIRGINIA WTR,EQ,20171111,
3342,WVE,,WAVE LIFE SCIENCES,EQ,20151111,NaT
3343,WVFC,,WVS FINANCIAL,EQ,19931129,NaT
3344,WVMDF,,WEST VAULT MINING (OTC),EQ,20111014,NaT
3345,WVVI,,WILLAMETTE VLY.VINEYARDS,EQ,19940913,NaT
3346,WW,,WW INTERNATIONAL,EQ,20011030,NaT
3347,WWACU,,WORLDWIDE WEBB ACQUISITION UNITS,EQ,20211020,
3348,WWD,,WOODWARD,EQ,19750103,NaT
3349,WWDH,,WORLDWIDE HOLDINGS,EQ,20030521,NaT
3350,WWHC,,W WORLD,EQ,19830805,NaT
3351,WWII,,WORLD OF WIRELESS INTL. TELC.,EQ,20040618,NaT
3352,WWIO,,WOWIO,EQ,20140513,NaT
3353,WWLNF,,WORLDLINE (OTC),EQ,20160722,NaT
3354,WWNG,,WW ENERGY,EQ,19970603,NaT
3355,WWNTF,,WANT WANT CHINA (OTC) HDG.,EQ,20090529,NaT
3356,WWNTY,,WANT WANT CHINA HDG. UNSP.ADR 1:50,ADR,20081030,NaT
3357,WWPW,,WIND WORKS POWER,EQ,20050321,NaT
3358,WWR,,WESTWATER RES.,EQ,19890106,NaT
3359,WWRL,,WORLD WRLS.COMMS.,EQ,19970121,NaT
3360,WWSG,,WORLDWIDE STRATEGIES,EQ,19750106,NaT
3361,WWST,,WORLD WIDE STONE,EQ,19890906,
