,ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
312,00370.HK,国华,国华集团控股有限公司,China Best Group Holding Ltd.,GH,主板,L,19960326,,6000.0,BMG2111B1752,HKD
313,00371.HK,北控水务集团,北控水务集团有限公司,Beijing Enterprises Water Group Limited,BKSWJT,主板,L,19930419,,2000.0,BMG0957L1090,HKD
314,00372.HK,保德国际发展,保德国际发展企业有限公司,PT International Development Corporation Limited,BDGJFZ,主板,L,19920213,,30000.0,BMG7S93G1428,HKD
315,00373.HK,联合集团,联合集团有限公司,Allied Group Ltd.,LHJT,主板,L,19730112,,2000.0,HK0000650413,HKD
316,00374.HK,四洲集团,四洲集团有限公司,Four Seas Mercantile Holdings Ltd.,SZJT,主板,L,19930825,,2000.0,KYG365451049,HKD
317,00375.HK,YGM TRADING,YGM贸易有限公司,YGM Trading Ltd.,YGMTRADING,主板,L,19880125,,1000.0,HK0375001663,HKD
318,00376.HK,云锋金融,云锋金融集团有限公司,Yunfeng Financial Group Limited,YFJR,主板,L,19870716,,2000.0,HK0000091790,HKD
319,00377.HK,中国华君,中国华君集团有限公司,China Huajun Group Limited,ZGHJ,主板,L,19930419,,80.0,BMG215AX1039,HKD
320,00379.HK,恒嘉融资租赁,中国恒嘉融资租赁集团有限公司,"China Ever Grand Financial Leasing Group Co., Ltd.",HJRZZL,主板,L,20021113,,10000.0,KYG2119F1292,HKD
321,00380.HK,中国管业,中国管业集团有限公司,China Pipe Group Limited,ZGGY,主板,L,20001221,,4000.0,BMG2162P1077,HKD
